,map_id,t1,t2,winner,map,date,round_wr_diff,retake_wr_diff,postplant_wr_diff,fk_percent_diff,pistol_wr_diff,acs_diff,kills_diff,kdr_diff,kadr_diff,kast_diff,rating_diff
21,135657,5448,878,878,4,2023-07-20,-0.06467395459062764,-0.12787356321839077,0.06518282988871227,0.11902759727849554,0.2596491228070175,0.11333333333334394,-0.10503784114364345,-0.053055797914329794,-0.016660434583904538,0.01980000000000004,-0.014666666666666606
22,135658,5448,878,5448,8,2023-07-20,-0.012195121951219468,-0.027093596059113323,0.018181818181818188,-0.04878048780487804,0.05128205128205121,11.749999999999972,0.1829268292682924,-0.023345367027677533,-0.13155234657039716,-0.01100000000000001,-0.006500000000000061
23,135659,5448,878,5448,0,2023-07-20,-0.1339285714285714,-0.28125,-0.06666666666666676,0.060317460317460325,0.2914285714285714,-22.83333333333337,-0.38943001443001446,-0.1651282944386393,-0.28713862765586895,-0.04791666666666672,-0.244
24,137377,1184,14,1184,1,2023-08-12,-0.028317659352142144,0.015009380863039434,0.4763157894736842,0.0034482758620689724,0.16666666666666669,-9.361904761904754,-0.15391849529780588,-0.11158384388472897,-0.06425383859012168,-0.042857142857142816,-0.05547619047619046
25,137378,1184,14,1184,7,2023-08-12,0.20833333333333331,0.2610837438423645,0.09224598930481287,0.1565934065934066,0.3466666666666666,29.870000000000033,0.6130952380952381,0.2915552682864727,0.46029810696203155,0.0857,0.29012499999999997
26,119199,7035,2304,2304,6,2023-04-07,-0.012145748987854255,0.3545454545454545,-0.5333333333333333,0.09109311740890691,0.3333333333333333,8.599999999999994,0.05668016194332015,-0.048300364893412606,-0.02150950643364702,0.030000000000000027,-0.04600000000000026
27,119200,7035,2304,2304,0,2023-04-07,0.12386759581881535,0.6917293233082706,0.29218106995884774,0.04128919860627178,0.0964912280701754,-1.6256410256410163,-0.0027874564459930973,0.08052837573385507,0.1988747553816046,-0.06153846153846132,0.09476923076923094
28,164157,2059,14419,14419,6,2024-04-26,0.06557128795335804,0.2014274385408406,0.5871428571428572,-0.016052093586734317,0.011627906976744207,21.600000000000023,0.43772241992882543,0.12865015745777264,0.22411489645958582,0.049000000000000044,0.07742307692307693
29,164158,2059,14419,2059,2,2024-04-26,0.07994227994227993,0.1515151515151515,0.16386554621848748,-0.1143790849673203,0.5,17.360000000000014,0.318903318903319,0.11769115442278855,0.30456200471192973,-0.020399999999999974,0.15770000000000017
30,164159,2059,14419,2059,9,2024-04-26,0.08576104746317509,-0.20588235294117646,0.23820395738203948,-0.002945990180032776,0.5324675324675325,10.444444444444457,0.2870703764320788,0.14929246075762148,0.15101341131390544,0.11222222222222222,0.1289999999999999
